MajorOcc,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Business & Financial Operations Occupations,,,Some other race(s),Less than High School,19,84,8379,84
Business & Financial Operations Occupations,,,Some other race(s),High School,19,340,39841,340
Business & Financial Operations Occupations,,,Some other race(s),Some College,19,888,93478,888
Business & Financial Operations Occupations,,,Some other race(s),Bachelors Degree or more,19,1400,153546,1400
Computer & Mathematical Occupations,,,White only,Less than High School,19,164,17282,164
Computer & Mathematical Occupations,,,White only,High School,19,1674,178622,1674
Computer & Mathematical Occupations,,,White only,Some College,19,8453,844692,8453
Computer & Mathematical Occupations,,,White only,Bachelors Degree or more,19,17559,1699480,17559
Computer & Mathematical Occupations,,,Black/African American only,Less than High School,19,21,2230,21
Computer & Mathematical Occupations,,,Black/African American only,High School,19,162,20439,162
Computer & Mathematical Occupations,,,Black/African American only,Some College,19,810,101742,810
Computer & Mathematical Occupations,,,Black/African American only,Bachelors Degree or more,19,1187,148254,1187
Computer & Mathematical Occupations,,,Asian only,Less than High School,19,24,2933,24
Computer & Mathematical Occupations,,,Asian only,High School,19,93,11180,93
Computer & Mathematical Occupations,,,Asian only,Some College,19,474,49516,474
Computer & Mathematical Occupations,,,Asian only,Bachelors Degree or more,19,5886,640726,5886
Computer & Mathematical Occupations,,,Some other race(s),Less than High School,19,24,3429,24
Computer & Mathematical Occupations,,,Some other race(s),High School,19,117,13812,117
Computer & Mathematical Occupations,,,Some other race(s),Some College,19,509,54859,509
Computer & Mathematical Occupations,,,Some other race(s),Bachelors Degree or more,19,824,92856,824
Architecture & Engineering Occupations,,,White only,Less than High School,19,142,15838,142
Architecture & Engineering Occupations,,,White only,High School,19,1659,158625,1659
Architecture & Engineering Occupations,,,White only,Some College,19,6006,559785,6006
Architecture & Engineering Occupations,,,White only,Bachelors Degree or more,19,14426,1391003,14426
Architecture & Engineering Occupations,,,Black/African American only,Less than High School,19,28,3903,28
Architecture & Engineering Occupations,,,Black/African American only,High School,19,122,15814,122
Architecture & Engineering Occupations,,,Black/African American only,Some College,19,372,46797,372
Architecture & Engineering Occupations,,,Black/African American only,Bachelors Degree or more,19,573,69480,573
Architecture & Engineering Occupations,,,Asian only,Less than High School,19,30,2986,30
Architecture & Engineering Occupations,,,Asian only,High School,19,82,8794,82
Architecture & Engineering Occupations,,,Asian only,Some College,19,300,28105,300
Architecture & Engineering Occupations,,,Asian only,Bachelors Degree or more,19,2594,269621,2594
Architecture & Engineering Occupations,,,Some other race(s),Less than High School,19,39,4222,39
Architecture & Engineering Occupations,,,Some other race(s),High School,19,108,11902,108
Architecture & Engineering Occupations,,,Some other race(s),Some College,19,310,31282,310
Architecture & Engineering Occupations,,,Some other race(s),Bachelors Degree or more,19,541,56669,541
"Life, Physical, & Social Science Occupations",,,White only,Less than High School,19,72,7700,72
"Life, Physical, & Social Science Occupations",,,White only,High School,19,523,47706,523
"Life, Physical, & Social Science Occupations",,,White only,Some College,19,1381,129737,1381
"Life, Physical, & Social Science Occupations",,,White only,Bachelors Degree or more,19,8354,771478,8354
"Life, Physical, & Social Science Occupations",,,Black/African American only,Less than High School,19,10,1234,10
"Life, Physical, & Social Science Occupations",,,Black/African American only,High School,19,57,6560,57
"Life, Physical, & Social Science Occupations",,,Black/African American only,Some College,19,125,14686,125
"Life, Physical, & Social Science Occupations",,,Black/African American only,Bachelors Degree or more,19,397,47961,397
"Life, Physical, & Social Science Occupations",,,Asian only,Less than High School,19,6,513,6
"Life, Physical, & Social Science Occupations",,,Asian only,High School,19,21,2297,21
"Life, Physical, & Social Science Occupations",,,Asian only,Some College,19,91,8252,91
"Life, Physical, & Social Science Occupations",,,Asian only,Bachelors Degree or more,19,1530,151388,1530
"Life, Physical, & Social Science Occupations",,,Some other race(s),Less than High School,19,20,2177,20
"Life, Physical, & Social Science Occupations",,,Some other race(s),High School,19,44,5487,44
"Life, Physical, & Social Science Occupations",,,Some other race(s),Some College,19,119,10568,119
"Life, Physical, & Social Science Occupations",,,Some other race(s),Bachelors Degree or more,19,358,36868,358
Community & Social Services Occupations,,,White only,Less than High School,19,221,22039,221
Community & Social Services Occupations,,,White only,High School,19,1226,110726,1226
Community & Social Services Occupations,,,White only,Some College,19,3065,299728,3065
Community & Social Services Occupations,,,White only,Bachelors Degree or more,19,14232,1293788,14232
Community & Social Services Occupations,,,Black/African American only,Less than High School,19,93,10906,93
Community & Social Services Occupations,,,Black/African American only,High School,19,362,44456,362
Community & Social Services Occupations,,,Black/African American only,Some College,19,788,101341,788
Community & Social Services Occupations,,,Black/African American only,Bachelors Degree or more,19,2298,281758,2298
Community & Social Services Occupations,,,Asian only,Less than High School,19,16,1687,16
Community & Social Services Occupations,,,Asian only,High School,19,33,2903,33
Community & Social Services Occupations,,,Asian only,Some College,19,104,9984,104
Community & Social Services Occupations,,,Asian only,Bachelors Degree or more,19,649,62522,649
Community & Social Services Occupations,,,Some other race(s),Less than High School,19,57,5693,57
Community & Social Services Occupations,,,Some other race(s),High School,19,134,13935,134
Community & Social Services Occupations,,,Some other race(s),Some College,19,348,34791,348
Community & Social Services Occupations,,,Some other race(s),Bachelors Degree or more,19,818,85350,818
Legal Occupations,,,White only,Less than High School,19,56,5038,56
Legal Occupations,,,White only,High School,19,713,68736,713
Legal Occupations,,,White only,Some College,19,2185,218000,2185
Legal Occupations,,,White only,Bachelors Degree or more,19,12411,1155711,12411
Legal Occupations,,,Black/African American only,Less than High School,19,15,2401,15
Legal Occupations,,,Black/African American only,High School,19,63,8648,63
Legal Occupations,,,Black/African American only,Some College,19,197,22955,197
Legal Occupations,,,Black/African American only,Bachelors Degree or more,19,624,74946,624
Legal Occupations,,,Asian only,Less than High School,19,3,150,3
Legal Occupations,,,Asian only,High School,19,13,1477,13
Legal Occupations,,,Asian only,Some College,19,48,4793,48
Legal Occupations,,,Asian only,Bachelors Degree or more,19,583,61385,583
Legal Occupations,,,Some other race(s),Less than High School,19,11,923,11
Legal Occupations,,,Some other race(s),High School,19,55,6074,55
Legal Occupations,,,Some other race(s),Some College,19,141,12886,141
Legal Occupations,,,Some other race(s),Bachelors Degree or more,19,391,41001,391
"Education, Training, & Library Occupations",,,White only,Less than High School,19,507,53544,507
"Education, Training, & Library Occupations",,,White only,High School,19,4254,401099,4254
"Education, Training, & Library Occupations",,,White only,Some College,19,10674,1006902,10674
"Education, Training, & Library Occupations",,,White only,Bachelors Degree or more,19,62425,5690018,62425
"Education, Training, & Library Occupations",,,Black/African American only,Less than High School,19,159,17315,159
"Education, Training, & Library Occupations",,,Black/African American only,High School,19,629,82479,629
"Education, Training, & Library Occupations",,,Black/African American only,Some College,19,1773,210563,1773
"Education, Training, & Library Occupations",,,Black/African American only,Bachelors Degree or more,19,4572,531323,4572
"Education, Training, & Library Occupations",,,Asian only,Less than High School,19,49,4338,49
"Education, Training, & Library Occupations",,,Asian only,High School,19,141,14412,141
"Education, Training, & Library Occupations",,,Asian only,Some College,19,524,49979,524
"Education, Training, & Library Occupations",,,Asian only,Bachelors Degree or more,19,3373,334572,3373
"Education, Training, & Library Occupations",,,Some other race(s),Less than High School,19,113,11370,113
"Education, Training, & Library Occupations",,,Some other race(s),High School,19,337,34193,337
"Education, Training, & Library Occupations",,,Some other race(s),Some College,19,1074,108643,1074
"Education, Training, & Library Occupations",,,Some other race(s),Bachelors Degree or more,19,2480,253039,2480
"Arts, Design, Entertainment, Sports, & Media Occupations",,,White only,Less than High School,19,412,45232,412
"Arts, Design, Entertainment, Sports, & Media Occupations",,,White only,High School,19,2239,222300,2239
"Arts, Design, Entertainment, Sports, & Media Occupations",,,White only,Some College,19,6538,651676,6538
"Arts, Design, Entertainment, Sports, & Media Occupations",,,White only,Bachelors Degree or more,19,14013,1379783,14013
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Black/African American only,Less than High School,19,49,5817,49
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Black/African American only,High School,19,175,22364,175
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Black/African American only,Some College,19,487,65089,487
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Black/African American only,Bachelors Degree or more,19,613,78328,613
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Asian only,Less than High School,19,28,3126,28
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Asian only,High School,19,81,8493,81
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Asian only,Some College,19,277,29304,277
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Asian only,Bachelors Degree or more,19,995,104764,995
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Some other race(s),Less than High School,19,88,12149,88
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Some other race(s),High School,19,157,17973,157
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Some other race(s),Some College,19,476,54217,476
"Arts, Design, Entertainment, Sports, & Media Occupations",,,Some other race(s),Bachelors Degree or more,19,633,72615,633
Healthcare Practitioners & Technical Occupations,,,White only,Less than High School,19,316,34800,316
Healthcare Practitioners & Technical Occupations,,,White only,High School,19,3328,329104,3328
Healthcare Practitioners & Technical Occupations,,,White only,Some College,19,24410,2294781,24410
Healthcare Practitioners & Technical Occupations,,,White only,Bachelors Degree or more,19,37351,3547067,37351
Healthcare Practitioners & Technical Occupations,,,Black/African American only,Less than High School,19,106,11868,106
Healthcare Practitioners & Technical Occupations,,,Black/African American only,High School,19,710,92142,710
Healthcare Practitioners & Technical Occupations,,,Black/African American only,Some College,19,2959,381335,2959
Healthcare Practitioners & Technical Occupations,,,Black/African American only,Bachelors Degree or more,19,2921,364979,2921
Healthcare Practitioners & Technical Occupations,,,Asian only,Less than High School,19,51,4911,51
Healthcare Practitioners & Technical Occupations,,,Asian only,High School,19,152,16227,152
Healthcare Practitioners & Technical Occupations,,,Asian only,Some College,19,1153,124100,1153
Healthcare Practitioners & Technical Occupations,,,Asian only,Bachelors Degree or more,19,5900,609295,5900
Healthcare Practitioners & Technical Occupations,,,Some other race(s),Less than High School,19,67,6197,67
Healthcare Practitioners & Technical Occupations,,,Some other race(s),High School,19,281,30222,281
Healthcare Practitioners & Technical Occupations,,,Some other race(s),Some College,19,1241,135270,1241
Healthcare Practitioners & Technical Occupations,,,Some other race(s),Bachelors Degree or more,19,1402,153637,1402
Healthcare Support Occupations,,,White only,Less than High School,19,1396,148072,1396
Healthcare Support Occupations,,,White only,High School,19,6513,662105,6513
Healthcare Support Occupations,,,White only,Some College,19,11810,1230955,11810
Healthcare Support Occupations,,,White only,Bachelors Degree or more,19,2798,284733,2798
Healthcare Support Occupations,,,Black/African American only,Less than High School,19,849,103803,849
Healthcare Support Occupations,,,Black/African American only,High School,19,2518,331638,2518
Healthcare Support Occupations,,,Black/African American only,Some College,19,3236,442241,3236
Healthcare Support Occupations,,,Black/African American only,Bachelors Degree or more,19,476,63235,476
Healthcare Support Occupations,,,Asian only,Less than High School,19,160,16784,160
Healthcare Support Occupations,,,Asian only,High School,19,321,35999,321
Healthcare Support Occupations,,,Asian only,Some College,19,702,78245,702
Healthcare Support Occupations,,,Asian only,Bachelors Degree or more,19,555,57711,555
Healthcare Support Occupations,,,Some other race(s),Less than High School,19,356,38841,356
