MajorOcc,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Computer & Mathematical Occupations,1,,Black/African American only,Some College,27,50,5766,50
Computer & Mathematical Occupations,1,,Black/African American only,Bachelors Degree or more,27,43,4901,43
Computer & Mathematical Occupations,1,,Asian only,High School,27,7,900,7
Computer & Mathematical Occupations,1,,Asian only,Some College,27,22,2188,22
Computer & Mathematical Occupations,1,,Asian only,Bachelors Degree or more,27,77,7322,77
Computer & Mathematical Occupations,1,,Some other race(s),Less than High School,27,2,484,2
Computer & Mathematical Occupations,1,,Some other race(s),High School,27,8,691,8
Computer & Mathematical Occupations,1,,Some other race(s),Some College,27,29,2503,29
Computer & Mathematical Occupations,1,,Some other race(s),Bachelors Degree or more,27,38,3848,38
Architecture & Engineering Occupations,0,,White only,Less than High School,27,129,14578,129
Architecture & Engineering Occupations,0,,White only,High School,27,1563,150294,1563
Architecture & Engineering Occupations,0,,White only,Some College,27,5624,526611,5624
Architecture & Engineering Occupations,0,,White only,Bachelors Degree or more,27,13959,1347634,13959
Architecture & Engineering Occupations,0,,Black/African American only,Less than High School,27,26,3715,26
Architecture & Engineering Occupations,0,,Black/African American only,High School,27,111,14602,111
Architecture & Engineering Occupations,0,,Black/African American only,Some College,27,351,44596,351
Architecture & Engineering Occupations,0,,Black/African American only,Bachelors Degree or more,27,558,67740,558
Architecture & Engineering Occupations,0,,Asian only,Less than High School,27,29,2858,29
Architecture & Engineering Occupations,0,,Asian only,High School,27,82,8794,82
Architecture & Engineering Occupations,0,,Asian only,Some College,27,290,27502,290
Architecture & Engineering Occupations,0,,Asian only,Bachelors Degree or more,27,2542,265470,2542
Architecture & Engineering Occupations,0,,Some other race(s),Less than High School,27,35,3709,35
Architecture & Engineering Occupations,0,,Some other race(s),High School,27,101,11324,101
Architecture & Engineering Occupations,0,,Some other race(s),Some College,27,292,29818,292
Architecture & Engineering Occupations,0,,Some other race(s),Bachelors Degree or more,27,524,55212,524
Architecture & Engineering Occupations,1,,White only,Less than High School,27,13,1260,13
Architecture & Engineering Occupations,1,,White only,High School,27,96,8331,96
Architecture & Engineering Occupations,1,,White only,Some College,27,382,33174,382
Architecture & Engineering Occupations,1,,White only,Bachelors Degree or more,27,467,43369,467
Architecture & Engineering Occupations,1,,Black/African American only,Less than High School,27,2,188,2
Architecture & Engineering Occupations,1,,Black/African American only,High School,27,11,1212,11
Architecture & Engineering Occupations,1,,Black/African American only,Some College,27,21,2201,21
Architecture & Engineering Occupations,1,,Black/African American only,Bachelors Degree or more,27,15,1740,15
Architecture & Engineering Occupations,1,,Asian only,Less than High School,27,1,128,1
Architecture & Engineering Occupations,1,,Asian only,Some College,27,10,603,10
Architecture & Engineering Occupations,1,,Asian only,Bachelors Degree or more,27,52,4151,52
Architecture & Engineering Occupations,1,,Some other race(s),Less than High School,27,4,513,4
Architecture & Engineering Occupations,1,,Some other race(s),High School,27,7,578,7
Architecture & Engineering Occupations,1,,Some other race(s),Some College,27,18,1464,18
Architecture & Engineering Occupations,1,,Some other race(s),Bachelors Degree or more,27,17,1457,17
"Life, Physical, & Social Science Occupations",0,,White only,Less than High School,27,65,6125,65
"Life, Physical, & Social Science Occupations",0,,White only,High School,27,481,43730,481
"Life, Physical, & Social Science Occupations",0,,White only,Some College,27,1304,122822,1304
"Life, Physical, & Social Science Occupations",0,,White only,Bachelors Degree or more,27,8040,744510,8040
"Life, Physical, & Social Science Occupations",0,,Black/African American only,Less than High School,27,9,1140,9
"Life, Physical, & Social Science Occupations",0,,Black/African American only,High School,27,53,6103,53
"Life, Physical, & Social Science Occupations",0,,Black/African American only,Some College,27,123,14593,123
"Life, Physical, & Social Science Occupations",0,,Black/African American only,Bachelors Degree or more,27,380,45904,380
"Life, Physical, & Social Science Occupations",0,,Asian only,Less than High School,27,6,513,6
"Life, Physical, & Social Science Occupations",0,,Asian only,High School,27,21,2297,21
"Life, Physical, & Social Science Occupations",0,,Asian only,Some College,27,83,7753,83
"Life, Physical, & Social Science Occupations",0,,Asian only,Bachelors Degree or more,27,1505,149450,1505
"Life, Physical, & Social Science Occupations",0,,Some other race(s),Less than High School,27,16,1703,16
"Life, Physical, & Social Science Occupations",0,,Some other race(s),High School,27,43,5383,43
"Life, Physical, & Social Science Occupations",0,,Some other race(s),Some College,27,111,10056,111
"Life, Physical, & Social Science Occupations",0,,Some other race(s),Bachelors Degree or more,27,338,34687,338
"Life, Physical, & Social Science Occupations",1,,White only,Less than High School,27,7,1575,7
"Life, Physical, & Social Science Occupations",1,,White only,High School,27,42,3976,42
"Life, Physical, & Social Science Occupations",1,,White only,Some College,27,77,6915,77
"Life, Physical, & Social Science Occupations",1,,White only,Bachelors Degree or more,27,314,26968,314
"Life, Physical, & Social Science Occupations",1,,Black/African American only,Less than High School,27,1,94,1
"Life, Physical, & Social Science Occupations",1,,Black/African American only,High School,27,4,457,4
"Life, Physical, & Social Science Occupations",1,,Black/African American only,Some College,27,2,93,2
"Life, Physical, & Social Science Occupations",1,,Black/African American only,Bachelors Degree or more,27,17,2057,17
"Life, Physical, & Social Science Occupations",1,,Asian only,Some College,27,8,499,8
"Life, Physical, & Social Science Occupations",1,,Asian only,Bachelors Degree or more,27,25,1938,25
"Life, Physical, & Social Science Occupations",1,,Some other race(s),Less than High School,27,4,474,4
"Life, Physical, & Social Science Occupations",1,,Some other race(s),High School,27,1,104,1
"Life, Physical, & Social Science Occupations",1,,Some other race(s),Some College,27,8,512,8
"Life, Physical, & Social Science Occupations",1,,Some other race(s),Bachelors Degree or more,27,20,2181,20
Community & Social Services Occupations,0,,White only,Less than High School,27,168,17664,168
Community & Social Services Occupations,0,,White only,High School,27,1098,99996,1098
Community & Social Services Occupations,0,,White only,Some College,27,2773,273542,2773
Community & Social Services Occupations,0,,White only,Bachelors Degree or more,27,13414,1223035,13414
Community & Social Services Occupations,0,,Black/African American only,Less than High School,27,80,10164,80
Community & Social Services Occupations,0,,Black/African American only,High School,27,316,39863,316
Community & Social Services Occupations,0,,Black/African American only,Some College,27,717,93598,717
Community & Social Services Occupations,0,,Black/African American only,Bachelors Degree or more,27,2158,267623,2158
Community & Social Services Occupations,0,,Asian only,Less than High School,27,14,1634,14
Community & Social Services Occupations,0,,Asian only,High School,27,31,2705,31
Community & Social Services Occupations,0,,Asian only,Some College,27,94,9204,94
Community & Social Services Occupations,0,,Asian only,Bachelors Degree or more,27,629,60801,629
Community & Social Services Occupations,0,,Some other race(s),Less than High School,27,55,5520,55
Community & Social Services Occupations,0,,Some other race(s),High School,27,124,12986,124
Community & Social Services Occupations,0,,Some other race(s),Some College,27,311,31260,311
Community & Social Services Occupations,0,,Some other race(s),Bachelors Degree or more,27,768,80676,768
Community & Social Services Occupations,1,,White only,Less than High School,27,53,4375,53
Community & Social Services Occupations,1,,White only,High School,27,128,10730,128
Community & Social Services Occupations,1,,White only,Some College,27,292,26186,292
Community & Social Services Occupations,1,,White only,Bachelors Degree or more,27,818,70753,818
Community & Social Services Occupations,1,,Black/African American only,Less than High School,27,13,742,13
Community & Social Services Occupations,1,,Black/African American only,High School,27,46,4593,46
Community & Social Services Occupations,1,,Black/African American only,Some College,27,71,7743,71
Community & Social Services Occupations,1,,Black/African American only,Bachelors Degree or more,27,140,14135,140
Community & Social Services Occupations,1,,Asian only,Less than High School,27,2,53,2
Community & Social Services Occupations,1,,Asian only,High School,27,2,198,2
Community & Social Services Occupations,1,,Asian only,Some College,27,10,780,10
Community & Social Services Occupations,1,,Asian only,Bachelors Degree or more,27,20,1721,20
Community & Social Services Occupations,1,,Some other race(s),Less than High School,27,2,173,2
Community & Social Services Occupations,1,,Some other race(s),High School,27,10,949,10
Community & Social Services Occupations,1,,Some other race(s),Some College,27,37,3531,37
Community & Social Services Occupations,1,,Some other race(s),Bachelors Degree or more,27,50,4674,50
Legal Occupations,0,,White only,Less than High School,27,50,4597,50
Legal Occupations,0,,White only,High School,27,665,64779,665
Legal Occupations,0,,White only,Some College,27,2060,206077,2060
Legal Occupations,0,,White only,Bachelors Degree or more,27,11887,1111122,11887
Legal Occupations,0,,Black/African American only,Less than High School,27,13,1967,13
Legal Occupations,0,,Black/African American only,High School,27,56,8101,56
Legal Occupations,0,,Black/African American only,Some College,27,183,21810,183
Legal Occupations,0,,Black/African American only,Bachelors Degree or more,27,594,71789,594
Legal Occupations,0,,Asian only,Less than High School,27,3,150,3
Legal Occupations,0,,Asian only,High School,27,12,1418,12
Legal Occupations,0,,Asian only,Some College,27,47,4732,47
Legal Occupations,0,,Asian only,Bachelors Degree or more,27,567,59381,567
Legal Occupations,0,,Some other race(s),Less than High School,27,9,641,9
Legal Occupations,0,,Some other race(s),High School,27,53,5881,53
Legal Occupations,0,,Some other race(s),Some College,27,130,11870,130
Legal Occupations,0,,Some other race(s),Bachelors Degree or more,27,375,39215,375
Legal Occupations,1,,White only,Less than High School,27,6,441,6
Legal Occupations,1,,White only,High School,27,48,3957,48
Legal Occupations,1,,White only,Some College,27,125,11923,125
Legal Occupations,1,,White only,Bachelors Degree or more,27,524,44589,524
Legal Occupations,1,,Black/African American only,Less than High School,27,2,434,2
Legal Occupations,1,,Black/African American only,High School,27,7,547,7
Legal Occupations,1,,Black/African American only,Some College,27,14,1145,14
Legal Occupations,1,,Black/African American only,Bachelors Degree or more,27,30,3157,30
Legal Occupations,1,,Asian only,High School,27,1,59,1
Legal Occupations,1,,Asian only,Some College,27,1,61,1
Legal Occupations,1,,Asian only,Bachelors Degree or more,27,16,2004,16
Legal Occupations,1,,Some other race(s),Less than High School,27,2,282,2
Legal Occupations,1,,Some other race(s),High School,27,2,193,2
Legal Occupations,1,,Some other race(s),Some College,27,11,1016,11
Legal Occupations,1,,Some other race(s),Bachelors Degree or more,27,16,1786,16
"Education, Training, & Library Occupations",0,,White only,Less than High School,27,446,48003,446
"Education, Training, & Library Occupations",0,,White only,High School,27,3933,373021,3933
"Education, Training, & Library Occupations",0,,White only,Some College,27,10032,947822,10032
"Education, Training, & Library Occupations",0,,White only,Bachelors Degree or more,27,59955,5479940,59955
"Education, Training, & Library Occupations",0,,Black/African American only,Less than High School,27,136,15753,136
"Education, Training, & Library Occupations",0,,Black/African American only,High School,27,560,75102,560
"Education, Training, & Library Occupations",0,,Black/African American only,Some College,27,1636,196036,1636
"Education, Training, & Library Occupations",0,,Black/African American only,Bachelors Degree or more,27,4323,504192,4323
"Education, Training, & Library Occupations",0,,Asian only,Less than High School,27,45,3856,45
"Education, Training, & Library Occupations",0,,Asian only,High School,27,139,14254,139
"Education, Training, & Library Occupations",0,,Asian only,Some College,27,509,48558,509
"Education, Training, & Library Occupations",0,,Asian only,Bachelors Degree or more,27,3292,327096,3292
"Education, Training, & Library Occupations",0,,Some other race(s),Less than High School,27,105,10851,105
"Education, Training, & Library Occupations",0,,Some other race(s),High School,27,316,32637,316
"Education, Training, & Library Occupations",0,,Some other race(s),Some College,27,998,101726,998
"Education, Training, & Library Occupations",0,,Some other race(s),Bachelors Degree or more,27,2359,240326,2359
"Education, Training, & Library Occupations",1,,White only,Less than High School,27,61,5541,61
"Education, Training, & Library Occupations",1,,White only,High School,27,321,28078,321
"Education, Training, & Library Occupations",1,,White only,Some College,27,642,59080,642
"Education, Training, & Library Occupations",1,,White only,Bachelors Degree or more,27,2470,210078,2470
"Education, Training, & Library Occupations",1,,Black/African American only,Less than High School,27,23,1562,23
"Education, Training, & Library Occupations",1,,Black/African American only,High School,27,69,7377,69
"Education, Training, & Library Occupations",1,,Black/African American only,Some College,27,137,14527,137
"Education, Training, & Library Occupations",1,,Black/African American only,Bachelors Degree or more,27,249,27131,249
"Education, Training, & Library Occupations",1,,Asian only,Less than High School,27,4,482,4
"Education, Training, & Library Occupations",1,,Asian only,High School,27,2,158,2
"Education, Training, & Library Occupations",1,,Asian only,Some College,27,15,1421,15
"Education, Training, & Library Occupations",1,,Asian only,Bachelors Degree or more,27,81,7476,81
"Education, Training, & Library Occupations",1,,Some other race(s),Less than High School,27,8,519,8
"Education, Training, & Library Occupations",1,,Some other race(s),High School,27,21,1556,21
"Education, Training, & Library Occupations",1,,Some other race(s),Some College,27,76,6917,76
"Education, Training, & Library Occupations",1,,Some other race(s),Bachelors Degree or more,27,121,12713,121
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,White only,Less than High School,27,369,41128,369
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,White only,High School,27,2042,204525,2042
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,White only,Some College,27,6132,611819,6132
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,White only,Bachelors Degree or more,27,13463,1328447,13463
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Black/African American only,Less than High School,27,43,5258,43
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Black/African American only,High School,27,159,20834,159
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Black/African American only,Some College,27,459,61785,459
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Black/African American only,Bachelors Degree or more,27,595,76373,595
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Asian only,Less than High School,27,26,2914,26
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Asian only,High School,27,79,8238,79
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Asian only,Some College,27,268,28508,268
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Asian only,Bachelors Degree or more,27,979,103253,979
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Some other race(s),Less than High School,27,80,11113,80
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Some other race(s),High School,27,148,17137,148
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Some other race(s),Some College,27,454,52419,454
"Arts, Design, Entertainment, Sports, & Media Occupations",0,,Some other race(s),Bachelors Degree or more,27,598,69158,598
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,White only,Less than High School,27,43,4104,43
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,White only,High School,27,197,17775,197
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,White only,Some College,27,406,39857,406
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,White only,Bachelors Degree or more,27,550,51336,550
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Black/African American only,Less than High School,27,6,559,6
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Black/African American only,High School,27,16,1530,16
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Black/African American only,Some College,27,28,3304,28
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Black/African American only,Bachelors Degree or more,27,18,1955,18
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Asian only,Less than High School,27,2,212,2
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Asian only,High School,27,2,255,2
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Asian only,Some College,27,9,796,9
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Asian only,Bachelors Degree or more,27,16,1511,16
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Some other race(s),Less than High School,27,8,1036,8
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Some other race(s),High School,27,9,836,9
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Some other race(s),Some College,27,22,1798,22
"Arts, Design, Entertainment, Sports, & Media Occupations",1,,Some other race(s),Bachelors Degree or more,27,35,3457,35
Healthcare Practitioners & Technical Occupations,0,,White only,Less than High School,27,282,31145,282
Healthcare Practitioners & Technical Occupations,0,,White only,High School,27,3108,310102,3108
Healthcare Practitioners & Technical Occupations,0,,White only,Some College,27,23139,2173591,23139
Healthcare Practitioners & Technical Occupations,0,,White only,Bachelors Degree or more,27,36013,3423702,36013
Healthcare Practitioners & Technical Occupations,0,,Black/African American only,Less than High School,27,89,10314,89
Healthcare Practitioners & Technical Occupations,0,,Black/African American only,High School,27,638,83498,638
Healthcare Practitioners & Technical Occupations,0,,Black/African American only,Some College,27,2784,362429,2784
Healthcare Practitioners & Technical Occupations,0,,Black/African American only,Bachelors Degree or more,27,2819,353588,2819
Healthcare Practitioners & Technical Occupations,0,,Asian only,Less than High School,27,46,4420,46
Healthcare Practitioners & Technical Occupations,0,,Asian only,High School,27,147,15902,147
Healthcare Practitioners & Technical Occupations,0,,Asian only,Some College,27,1109,120286,1109
Healthcare Practitioners & Technical Occupations,0,,Asian only,Bachelors Degree or more,27,5782,599134,5782
Healthcare Practitioners & Technical Occupations,0,,Some other race(s),Less than High School,27,60,5921,60
Healthcare Practitioners & Technical Occupations,0,,Some other race(s),High School,27,266,29109,266
Healthcare Practitioners & Technical Occupations,0,,Some other race(s),Some College,27,1173,128505,1173
Healthcare Practitioners & Technical Occupations,0,,Some other race(s),Bachelors Degree or more,27,1339,148048,1339
Healthcare Practitioners & Technical Occupations,1,,White only,Less than High School,27,34,3655,34
Healthcare Practitioners & Technical Occupations,1,,White only,High School,27,220,19002,220
Healthcare Practitioners & Technical Occupations,1,,White only,Some College,27,1271,121190,1271
Healthcare Practitioners & Technical Occupations,1,,White only,Bachelors Degree or more,27,1338,123365,1338
Healthcare Practitioners & Technical Occupations,1,,Black/African American only,Less than High School,27,17,1554,17
Healthcare Practitioners & Technical Occupations,1,,Black/African American only,High School,27,72,8644,72
Healthcare Practitioners & Technical Occupations,1,,Black/African American only,Some College,27,175,18906,175
Healthcare Practitioners & Technical Occupations,1,,Black/African American only,Bachelors Degree or more,27,102,11391,102
Healthcare Practitioners & Technical Occupations,1,,Asian only,Less than High School,27,5,491,5
Healthcare Practitioners & Technical Occupations,1,,Asian only,High School,27,5,325,5
Healthcare Practitioners & Technical Occupations,1,,Asian only,Some College,27,44,3814,44
Healthcare Practitioners & Technical Occupations,1,,Asian only,Bachelors Degree or more,27,118,10161,118
Healthcare Practitioners & Technical Occupations,1,,Some other race(s),Less than High School,27,7,276,7
Healthcare Practitioners & Technical Occupations,1,,Some other race(s),High School,27,15,1113,15
Healthcare Practitioners & Technical Occupations,1,,Some other race(s),Some College,27,68,6765,68
Healthcare Practitioners & Technical Occupations,1,,Some other race(s),Bachelors Degree or more,27,63,5589,63
Healthcare Support Occupations,0,,White only,Less than High School,27,1218,129309,1218
Healthcare Support Occupations,0,,White only,High School,27,6035,615261,6035
Healthcare Support Occupations,0,,White only,Some College,27,11103,1162090,11103
Healthcare Support Occupations,0,,White only,Bachelors Degree or more,27,2676,271868,2676
Healthcare Support Occupations,0,,Black/African American only,Less than High School,27,727,91736,727
Healthcare Support Occupations,0,,Black/African American only,High School,27,2309,308444,2309
Healthcare Support Occupations,0,,Black/African American only,Some College,27,3006,416575,3006
Healthcare Support Occupations,0,,Black/African American only,Bachelors Degree or more,27,444,60032,444
Healthcare Support Occupations,0,,Asian only,Less than High School,27,150,16010,150
Healthcare Support Occupations,0,,Asian only,High School,27,306,34020,306
Healthcare Support Occupations,0,,Asian only,Some College,27,675,75535,675
Healthcare Support Occupations,0,,Asian only,Bachelors Degree or more,27,537,56288,537
Healthcare Support Occupations,0,,Some other race(s),Less than High School,27,315,35243,315
Healthcare Support Occupations,0,,Some other race(s),High School,27,717,87418,717
Healthcare Support Occupations,0,,Some other race(s),Some College,27,1141,134124,1141
Healthcare Support Occupations,0,,Some other race(s),Bachelors Degree or more,27,245,26658,245
Healthcare Support Occupations,1,,White only,Less than High School,27,178,18763,178
Healthcare Support Occupations,1,,White only,High School,27,478,46844,478
Healthcare Support Occupations,1,,White only,Some College,27,707,68865,707
Healthcare Support Occupations,1,,White only,Bachelors Degree or more,27,122,12865,122
Healthcare Support Occupations,1,,Black/African American only,Less than High School,27,122,12067,122
Healthcare Support Occupations,1,,Black/African American only,High School,27,209,23194,209
Healthcare Support Occupations,1,,Black/African American only,Some College,27,230,25666,230
Healthcare Support Occupations,1,,Black/African American only,Bachelors Degree or more,27,32,3203,32
Healthcare Support Occupations,1,,Asian only,Less than High School,27,10,774,10
Healthcare Support Occupations,1,,Asian only,High School,27,15,1979,15
Healthcare Support Occupations,1,,Asian only,Some College,27,27,2710,27
Healthcare Support Occupations,1,,Asian only,Bachelors Degree or more,27,18,1423,18
Healthcare Support Occupations,1,,Some other race(s),Less than High School,27,41,3598,41
Healthcare Support Occupations,1,,Some other race(s),High School,27,57,5740,57
Healthcare Support Occupations,1,,Some other race(s),Some College,27,84,8759,84
Healthcare Support Occupations,1,,Some other race(s),Bachelors Degree or more,27,15,1237,15
Protective Service Occupations,0,,White only,Less than High School,27,485,47925,485
Protective Service Occupations,0,,White only,High School,27,4845,478985,4845
Protective Service Occupations,0,,White only,Some College,27,10692,1078493,10692
Protective Service Occupations,0,,White only,Bachelors Degree or more,27,5831,581748,5831
Protective Service Occupations,0,,Black/African American only,Less than High School,27,191,23476,191
Protective Service Occupations,0,,Black/African American only,High School,27,1287,164646,1287
Protective Service Occupations,0,,Black/African American only,Some College,27,2080,258636,2080
Protective Service Occupations,0,,Black/African American only,Bachelors Degree or more,27,872,108768,872
Protective Service Occupations,0,,Asian only,Less than High School,27,24,2517,24
Protective Service Occupations,0,,Asian only,High School,27,102,10630,102
Protective Service Occupations,0,,Asian only,Some College,27,272,27905,272
Protective Service Occupations,0,,Asian only,Bachelors Degree or more,27,206,20084,206
Protective Service Occupations,0,,Some other race(s),Less than High School,27,121,11361,121
Protective Service Occupations,0,,Some other race(s),High School,27,501,54812,501
Protective Service Occupations,0,,Some other race(s),Some College,27,868,93664,868
Protective Service Occupations,0,,Some other race(s),Bachelors Degree or more,27,342,36556,342
Protective Service Occupations,1,,White only,Less than High School,27,83,7199,83
Protective Service Occupations,1,,White only,High School,27,402,37730,402
Protective Service Occupations,1,,White only,Some College,27,731,67798,731
Protective Service Occupations,1,,White only,Bachelors Degree or more,27,253,24215,253
Protective Service Occupations,1,,Black/African American only,Less than High School,27,43,4183,43
Protective Service Occupations,1,,Black/African American only,High School,27,109,12336,109
Protective Service Occupations,1,,Black/African American only,Some College,27,126,15052,126
Protective Service Occupations,1,,Black/African American only,Bachelors Degree or more,27,37,3249,37
Protective Service Occupations,1,,Asian only,Less than High School,27,4,354,4
Protective Service Occupations,1,,Asian only,High School,27,4,555,4
Protective Service Occupations,1,,Asian only,Some College,27,10,1858,10
Protective Service Occupations,1,,Asian only,Bachelors Degree or more,27,6,591,6
Protective Service Occupations,1,,Some other race(s),Less than High School,27,21,2288,21
Protective Service Occupations,1,,Some other race(s),High School,27,29,2384,29
Protective Service Occupations,1,,Some other race(s),Some College,27,68,5638,68
Protective Service Occupations,1,,Some other race(s),Bachelors Degree or more,27,18,1601,18
Food Preparation & Serving Related Occupations,0,,White only,Less than High School,27,6623,835956,6623
Food Preparation & Serving Related Occupations,0,,White only,High School,27,15658,1776623,15658
Food Preparation & Serving Related Occupations,0,,White only,Some College,27,18383,2136882,18383
Food Preparation & Serving Related Occupations,0,,White only,Bachelors Degree or more,27,4436,498614,4436
Food Preparation & Serving Related Occupations,0,,Black/African American only,Less than High School,27,1152,150951,1152
Food Preparation & Serving Related Occupations,0,,Black/African American only,High School,27,2747,390059,2747
Food Preparation & Serving Related Occupations,0,,Black/African American only,Some College,27,2439,341897,2439
Food Preparation & Serving Related Occupations,0,,Black/African American only,Bachelors Degree or more,27,320,47630,320
Food Preparation & Serving Related Occupations,0,,Asian only,Less than High School,27,989,110339,989
Food Preparation & Serving Related Occupations,0,,Asian only,High School,27,1141,134508,1141
Food Preparation & Serving Related Occupations,0,,Asian only,Some College,27,1199,137282,1199
Food Preparation & Serving Related Occupations,0,,Asian only,Bachelors Degree or more,27,603,70598,603
Food Preparation & Serving Related Occupations,0,,Some other race(s),Less than High School,27,2119,320903,2119
Food Preparation & Serving Related Occupations,0,,Some other race(s),High School,27,2162,298008,2162
Food Preparation & Serving Related Occupations,0,,Some other race(s),Some College,27,2060,262441,2060
Food Preparation & Serving Related Occupations,0,,Some other race(s),Bachelors Degree or more,27,378,50344,378
Food Preparation & Serving Related Occupations,1,,White only,Less than High School,27,658,73838,658
Food Preparation & Serving Related Occupations,1,,White only,High School,27,1304,139838,1304
Food Preparation & Serving Related Occupations,1,,White only,Some College,27,1041,111631,1041
Food Preparation & Serving Related Occupations,1,,White only,Bachelors Degree or more,27,165,17817,165
Food Preparation & Serving Related Occupations,1,,Black/African American only,Less than High School,27,165,19473,165
Food Preparation & Serving Related Occupations,1,,Black/African American only,High School,27,265,26730,265
Food Preparation & Serving Related Occupations,1,,Black/African American only,Some College,27,179,21330,179
Food Preparation & Serving Related Occupations,1,,Black/African American only,Bachelors Degree or more,27,22,2675,22
Food Preparation & Serving Related Occupations,1,,Asian only,Less than High School,27,41,4189,41
Food Preparation & Serving Related Occupations,1,,Asian only,High School,27,62,7300,62
Food Preparation & Serving Related Occupations,1,,Asian only,Some College,27,46,4283,46
Food Preparation & Serving Related Occupations,1,,Asian only,Bachelors Degree or more,27,20,2183,20
Food Preparation & Serving Related Occupations,1,,Some other race(s),Less than High School,27,128,15160,128
Food Preparation & Serving Related Occupations,1,,Some other race(s),High School,27,159,17975,159
Food Preparation & Serving Related Occupations,1,,Some other race(s),Some College,27,118,12431,118
Food Preparation & Serving Related Occupations,1,,Some other race(s),Bachelors Degree or more,27,19,2309,19
Building & Grounds Cleaning & Maintenance Occupations,0,,White only,Less than High School,27,7617,938266,7617
Building & Grounds Cleaning & Maintenance Occupations,0,,White only,High School,27,13577,1443030,13577
Building & Grounds Cleaning & Maintenance Occupations,0,,White only,Some College,27,8856,914916,8856
Building & Grounds Cleaning & Maintenance Occupations,0,,White only,Bachelors Degree or more,27,2410,244555,2410
Building & Grounds Cleaning & Maintenance Occupations,0,,Black/African American only,Less than High School,27,1388,162250,1388
Building & Grounds Cleaning & Maintenance Occupations,0,,Black/African American only,High School,27,2573,335035,2573
Building & Grounds Cleaning & Maintenance Occupations,0,,Black/African American only,Some College,27,1450,187954,1450
Building & Grounds Cleaning & Maintenance Occupations,0,,Black/African American only,Bachelors Degree or more,27,259,33223,259
Building & Grounds Cleaning & Maintenance Occupations,0,,Asian only,Less than High School,27,413,44576,413
Building & Grounds Cleaning & Maintenance Occupations,0,,Asian only,High School,27,403,46912,403
Building & Grounds Cleaning & Maintenance Occupations,0,,Asian only,Some College,27,328,32956,328
Building & Grounds Cleaning & Maintenance Occupations,0,,Asian only,Bachelors Degree or more,27,189,19502,189
Building & Grounds Cleaning & Maintenance Occupations,0,,Some other race(s),Less than High School,27,3103,437843,3103
Building & Grounds Cleaning & Maintenance Occupations,0,,Some other race(s),High School,27,2002,263680,2002
Building & Grounds Cleaning & Maintenance Occupations,0,,Some other race(s),Some College,27,1053,125318,1053
Building & Grounds Cleaning & Maintenance Occupations,0,,Some other race(s),Bachelors Degree or more,27,230,27848,230
Building & Grounds Cleaning & Maintenance Occupations,1,,White only,Less than High School,27,1025,104507,1025
Building & Grounds Cleaning & Maintenance Occupations,1,,White only,High School,27,1670,152721,1670
Building & Grounds Cleaning & Maintenance Occupations,1,,White only,Some College,27,837,73978,837
Building & Grounds Cleaning & Maintenance Occupations,1,,White only,Bachelors Degree or more,27,200,19424,200
Building & Grounds Cleaning & Maintenance Occupations,1,,Black/African American only,Less than High School,27,263,26116,263
Building & Grounds Cleaning & Maintenance Occupations,1,,Black/African American only,High School,27,336,37389,336
Building & Grounds Cleaning & Maintenance Occupations,1,,Black/African American only,Some College,27,164,17283,164
Building & Grounds Cleaning & Maintenance Occupations,1,,Black/African American only,Bachelors Degree or more,27,30,2845,30
Building & Grounds Cleaning & Maintenance Occupations,1,,Asian only,Less than High School,27,45,4405,45
Building & Grounds Cleaning & Maintenance Occupations,1,,Asian only,High School,27,40,3312,40
Building & Grounds Cleaning & Maintenance Occupations,1,,Asian only,Some College,27,30,3108,30
