FIPS,Dis1,LaborForce,raceX,_TYPE_,_FREQ_,n_Est,Base_Pop,Sample,p_est,StateAB
21,0,,Some other race(s),13,441,55663,2283978,22450,0.024371075,KY
21,0,0,White only,15,4295,422035,469501,4745,0.898901174,KY
21,0,0,Black/African American only,15,269,30120,469501,4745,0.064153218,KY
21,0,0,Native American only,15,7,602,469501,4745,0.001282212,KY
21,0,0,Asian only,15,79,7147,469501,4745,0.015222545,KY
21,0,0,Some other race(s),15,95,9597,469501,4745,0.020440851,KY
21,0,1,White only,15,16008,1591919,1814477,17705,0.877343168,KY
21,0,1,Black/African American only,15,1100,148123,1814477,17705,0.081633992,KY
21,0,1,Native American only,15,34,3811,1814477,17705,0.00210033,KY
21,0,1,Asian only,15,217,24558,1814477,17705,0.013534479,KY
21,0,1,Some other race(s),15,346,46066,1814477,17705,0.025388032,KY
21,1,,White only,13,3768,369941,419724,4221,0.881391105,KY
21,1,,Black/African American only,13,343,37396,419724,4221,0.089096645,KY
21,1,,Native American only,13,20,1821,419724,4221,0.004338565,KY
21,1,,Asian only,13,9,1372,419724,4221,0.003268815,KY
21,1,,Some other race(s),13,81,9194,419724,4221,0.021904871,KY
21,1,0,White only,15,2545,248530,277737,2826,0.894839362,KY
21,1,0,Black/African American only,15,217,22171,277737,2826,0.079827319,KY
21,1,0,Native American only,15,10,957,277737,2826,0.003445706,KY
21,1,0,Asian only,15,4,797,277737,2826,0.002869621,KY
21,1,0,Some other race(s),15,50,5282,277737,2826,0.019017992,KY
21,1,1,White only,15,1223,121411,141987,1395,0.855085325,KY
21,1,1,Black/African American only,15,126,15225,141987,1395,0.107228127,KY
21,1,1,Native American only,15,10,864,141987,1395,0.006085064,KY
21,1,1,Asian only,15,5,575,141987,1395,0.004049667,KY
21,1,1,Some other race(s),15,31,3912,141987,1395,0.027551818,KY
22,,,White only,9,17413,1810066,2842516,26238,0.636783047,LA
22,,,Black/African American only,9,7584,897215,2842516,26238,0.315641143,LA
22,,,Native American only,9,178,18231,2842516,26238,0.006413684,LA
22,,,Asian only,9,477,51547,2842516,26238,0.018134287,LA
22,,,Some other race(s),9,586,65457,2842516,26238,0.023027839,LA
22,,0,White only,11,4443,453253,765224,7206,0.592314146,LA
22,,0,Black/African American only,11,2418,275109,765224,7206,0.359514338,LA
22,,0,Native American only,11,62,6156,765224,7206,0.008044703,LA
22,,0,Asian only,11,129,13997,765224,7206,0.018291376,LA
22,,0,Some other race(s),11,154,16709,765224,7206,0.021835436,LA
22,,1,White only,11,12970,1356813,2077292,19032,0.653164312,LA
22,,1,Black/African American only,11,5166,622106,2077292,19032,0.299479322,LA
22,,1,Native American only,11,116,12075,2077292,19032,0.005812856,LA
22,,1,Asian only,11,348,37550,2077292,19032,0.018076419,LA
22,,1,Some other race(s),11,432,48748,2077292,19032,0.023467091,LA
22,0,,White only,13,15195,1591514,2474009,22513,0.643293537,LA
22,0,,Black/African American only,13,6246,761971,2474009,22513,0.307990391,LA
22,0,,Native American only,13,135,14830,2474009,22513,0.005994319,LA
22,0,,Asian only,13,445,48520,2474009,22513,0.019611893,LA
22,0,,Some other race(s),13,492,57174,2474009,22513,0.023109859,LA
22,0,0,White only,15,3154,326871,538018,4906,0.607546588,LA
22,0,0,Black/African American only,15,1511,182632,538018,4906,0.339453327,LA
22,0,0,Native American only,15,31,3661,538018,4906,0.006804605,LA
22,0,0,Asian only,15,110,12203,538018,4906,0.022681397,LA
22,0,0,Some other race(s),15,100,12651,538018,4906,0.023514083,LA
22,0,1,White only,15,12041,1264643,1935991,17607,0.653227727,LA
22,0,1,Black/African American only,15,4735,579339,1935991,17607,0.299246742,LA
22,0,1,Native American only,15,104,11169,1935991,17607,0.005769138,LA
22,0,1,Asian only,15,335,36317,1935991,17607,0.018758868,LA
22,0,1,Some other race(s),15,392,44523,1935991,17607,0.022997524,LA
22,1,,White only,13,2218,218552,368507,3725,0.593074216,LA
22,1,,Black/African American only,13,1338,135244,368507,3725,0.36700524,LA
22,1,,Native American only,13,43,3401,368507,3725,0.009229133,LA
22,1,,Asian only,13,32,3027,368507,3725,0.008214227,LA
22,1,,Some other race(s),13,94,8283,368507,3725,0.022477185,LA
22,1,0,White only,15,1289,126382,227206,2300,0.556244113,LA
22,1,0,Black/African American only,15,907,92477,227206,2300,0.407018301,LA
22,1,0,Native American only,15,31,2495,227206,2300,0.010981224,LA
22,1,0,Asian only,15,19,1794,227206,2300,0.007895918,LA
22,1,0,Some other race(s),15,54,4058,227206,2300,0.017860444,LA
22,1,1,White only,15,929,92170,141301,1425,0.652295454,LA
22,1,1,Black/African American only,15,431,42767,141301,1425,0.30266594,LA
22,1,1,Native American only,15,12,906,141301,1425,0.006411844,LA
22,1,1,Asian only,15,13,1233,141301,1425,0.008726053,LA
22,1,1,Some other race(s),15,40,4225,141301,1425,0.029900708,LA
23,,,White only,9,7396,788571,829100,7753,0.951116874,ME
23,,,Black/African American only,9,67,7946,829100,7753,0.009583886,ME
23,,,Native American only,9,89,6113,829100,7753,0.007373055,ME
23,,,Asian only,9,68,9341,829100,7753,0.011266434,ME
23,,,Some other race(s),9,133,17129,829100,7753,0.020659752,ME
23,,0,White only,11,1840,177175,187729,1947,0.943780663,ME
23,,0,Black/African American only,11,15,2419,187729,1947,0.012885596,ME
23,,0,Native American only,11,34,1623,187729,1947,0.008645441,ME
23,,0,Asian only,11,20,2519,187729,1947,0.013418279,ME
23,,0,Some other race(s),11,38,3993,187729,1947,0.021270022,ME
23,,1,White only,11,5556,611396,641371,5806,0.953264179,ME
23,,1,Black/African American only,11,52,5527,641371,5806,0.008617477,ME
23,,1,Native American only,11,55,4490,641371,5806,0.007000628,ME
23,,1,Asian only,11,48,6822,641371,5806,0.010636589,ME
23,,1,Some other race(s),11,95,13136,641371,5806,0.020481126,ME
23,0,,White only,13,6315,673661,707616,6608,0.952014935,ME
23,0,,Black/African American only,13,58,6743,707616,6608,0.00952918,ME
23,0,,Native American only,13,65,4597,707616,6608,0.006496461,ME
23,0,,Asian only,13,66,9086,707616,6608,0.012840298,ME
23,0,,Some other race(s),13,104,13529,707616,6608,0.019119127,ME
23,0,0,White only,15,1163,106188,112355,1225,0.945111477,ME
23,0,0,Black/African American only,15,9,1409,112355,1225,0.012540608,ME
23,0,0,Native American only,15,18,760,112355,1225,0.006764274,ME
23,0,0,Asian only,15,18,2264,112355,1225,0.020150416,ME
23,0,0,Some other race(s),15,17,1734,112355,1225,0.015433225,ME
23,0,1,White only,15,5152,567473,595261,5383,0.953317956,ME
23,0,1,Black/African American only,15,49,5334,595261,5383,0.008960775,ME
23,0,1,Native American only,15,47,3837,595261,5383,0.006445912,ME
23,0,1,Asian only,15,48,6822,595261,5383,0.011460519,ME
23,0,1,Some other race(s),15,87,11795,595261,5383,0.019814838,ME
23,1,,White only,13,1081,114910,121484,1145,0.945885878,ME
23,1,,Black/African American only,13,9,1203,121484,1145,0.009902539,ME
23,1,,Native American only,13,24,1516,121484,1145,0.01247901,ME
23,1,,Asian only,13,2,255,121484,1145,0.002099042,ME
23,1,,Some other race(s),13,29,3600,121484,1145,0.029633532,ME
23,1,0,White only,15,677,70987,75374,722,0.941796906,ME
23,1,0,Black/African American only,15,6,1010,75374,722,0.013399846,ME
23,1,0,Native American only,15,16,863,75374,722,0.011449572,ME
23,1,0,Asian only,15,2,255,75374,722,0.00338313,ME
23,1,0,Some other race(s),15,21,2259,75374,722,0.029970547,ME
23,1,1,White only,15,404,43923,46110,423,0.952569941,ME
23,1,1,Black/African American only,15,3,193,46110,423,0.004185643,ME
23,1,1,Native American only,15,8,653,46110,423,0.014161787,ME
23,1,1,Some other race(s),15,8,1341,46110,423,0.029082629,ME
24,,,White only,9,22811,2168328,3750542,36185,0.57813724,MD
24,,,Black/African American only,9,9351,1114222,3750542,36185,0.297082928,MD
24,,,Native American only,9,87,10010,3750542,36185,0.002668948,MD
24,,,Asian only,9,2291,240378,3750542,36185,0.064091537,MD
24,,,Some other race(s),9,1645,217604,3750542,36185,0.058019348,MD
24,,0,White only,11,4279,397755,700236,6994,0.568029921,MD
24,,0,Black/African American only,11,1925,213398,700236,6994,0.304751541,MD
24,,0,Native American only,11,20,2888,700236,6994,0.004124324,MD
24,,0,Asian only,11,484,49641,700236,6994,0.070891814,MD
24,,0,Some other race(s),11,286,36554,700236,6994,0.0522024,MD
24,,1,White only,11,18532,1770573,3050306,29191,0.580457502,MD
24,,1,Black/African American only,11,7426,900824,3050306,29191,0.295322502,MD
24,,1,Native American only,11,67,7122,3050306,29191,0.002334848,MD
24,,1,Asian only,11,1807,190737,3050306,29191,0.062530448,MD
24,,1,Some other race(s),11,1359,181050,3050306,29191,0.059354701,MD
24,0,,White only,13,20829,1982584,3428610,32956,0.578247161,MD
24,0,,Black/African American only,13,8336,1004558,3428610,32956,0.292992787,MD
24,0,,Native American only,13,71,8308,3428610,32956,0.002423139,MD
24,0,,Asian only,13,2198,228536,3428610,32956,0.066655584,MD
24,0,,Some other race(s),13,1522,204624,3428610,32956,0.059681329,MD
24,0,0,White only,15,3304,303366,534027,5345,0.568072401,MD
24,0,0,Black/African American only,15,1346,151658,534027,5345,0.283989386,MD
24,0,0,Native American only,15,11,1879,534027,5345,0.003518549,MD
24,0,0,Asian only,15,447,45376,534027,5345,0.084969487,MD
24,0,0,Some other race(s),15,237,31748,534027,5345,0.059450178,MD
24,0,1,White only,15,17525,1679218,2894583,27611,0.580124322,MD
24,0,1,Black/African American only,15,6990,852900,2894583,27611,0.294653841,MD
24,0,1,Native American only,15,60,6429,2894583,27611,0.002221045,MD
24,0,1,Asian only,15,1751,183160,2894583,27611,0.063276817,MD
24,0,1,Some other race(s),15,1285,172876,2894583,27611,0.059723974,MD
24,1,,White only,13,1982,185744,321932,3229,0.576966564,MD
24,1,,Black/African American only,13,1015,109664,321932,3229,0.340643366,MD
24,1,,Native American only,13,16,1702,321932,3229,0.005286831,MD
24,1,,Asian only,13,93,11842,321932,3229,0.036784166,MD
24,1,,Some other race(s),13,123,12980,321932,3229,0.040319074,MD
24,1,0,White only,15,975,94389,166209,1649,0.567893435,MD
24,1,0,Black/African American only,15,579,61740,166209,1649,0.371460029,MD
24,1,0,Native American only,15,9,1009,166209,1649,0.00607067,MD
24,1,0,Asian only,15,37,4265,166209,1649,0.025660464,MD
24,1,0,Some other race(s),15,49,4806,166209,1649,0.028915402,MD
24,1,1,White only,15,1007,91355,155723,1580,0.586650655,MD
24,1,1,Black/African American only,15,436,47924,155723,1580,0.307751585,MD
24,1,1,Native American only,15,7,693,155723,1580,0.00445021,MD
24,1,1,Asian only,15,56,7577,155723,1580,0.04865691,MD
24,1,1,Some other race(s),15,74,8174,155723,1580,0.05249064,MD
25,,,White only,9,35078,3400408,4277497,42728,0.794952749,MA
25,,,Black/African American only,9,2569,302159,4277497,42728,0.070639208,MA
25,,,Native American only,9,112,11203,4277497,42728,0.002619055,MA
25,,,Asian only,9,2617,274945,4277497,42728,0.064277076,MA
25,,,Some other race(s),9,2352,288782,4277497,42728,0.067511912,MA
25,,0,White only,11,6928,649926,851824,8795,0.762981555,MA
25,,0,Black/African American only,11,600,63741,851824,8795,0.074828838,MA
25,,0,Native American only,11,35,3145,851824,8795,0.003692077,MA
25,,0,Asian only,11,658,64398,851824,8795,0.075600124,MA
25,,0,Some other race(s),11,574,70614,851824,8795,0.082897406,MA
25,,1,White only,11,28150,2750482,3425673,33933,0.802902671,MA
25,,1,Black/African American only,11,1969,238418,3425673,33933,0.069597419,MA
25,,1,Native American only,11,77,8058,3425673,33933,0.002352239,MA
25,,1,Asian only,11,1959,210547,3425673,33933,0.0614615,MA
25,,1,Some other race(s),11,1778,218168,3425673,33933,0.063686172,MA
25,0,,White only,13,31899,3093027,3884106,38733,0.796329194,MA
25,0,,Black/African American only,13,2220,265293,3884106,38733,0.068302204,MA
25,0,,Native American only,13,90,8958,3884106,38733,0.002306322,MA
25,0,,Asian only,13,2508,264090,3884106,38733,0.06799248,MA
25,0,,Some other race(s),13,2016,252738,3884106,38733,0.0650698,MA
25,0,0,White only,15,5145,474429,625650,6524,0.75829777,MA
25,0,0,Black/African American only,15,389,41978,625650,6524,0.067095021,MA
25,0,0,Native American only,15,17,1471,625650,6524,0.002351155,MA
25,0,0,Asian only,15,597,58374,625650,6524,0.093301367,MA
25,0,0,Some other race(s),15,376,49398,625650,6524,0.078954687,MA
25,0,1,White only,15,26754,2618598,3258456,32209,0.803631536,MA
25,0,1,Black/African American only,15,1831,223315,3258456,32209,0.068533993,MA
25,0,1,Native American only,15,73,7487,3258456,32209,0.002297714,MA
25,0,1,Asian only,15,1911,205716,3258456,32209,0.063132969,MA
25,0,1,Some other race(s),15,1640,203340,3258456,32209,0.062403789,MA
25,1,,White only,13,3179,307381,393391,3995,0.781362563,MA
25,1,,Black/African American only,13,349,36866,393391,3995,0.093713379,MA
25,1,,Native American only,13,22,2245,393391,3995,0.00570679,MA
25,1,,Asian only,13,109,10855,393391,3995,0.027593412,MA
25,1,,Some other race(s),13,336,36044,393391,3995,0.091623855,MA
25,1,0,White only,15,1783,175497,226174,2271,0.775937995,MA
25,1,0,Black/African American only,15,211,21763,226174,2271,0.096222378,MA
25,1,0,Native American only,15,18,1674,226174,2271,0.007401381,MA
25,1,0,Asian only,15,61,6024,226174,2271,0.026634361,MA
25,1,0,Some other race(s),15,198,21216,226174,2271,0.093803886,MA
25,1,1,White only,15,1396,131884,167217,1724,0.788699714,MA
25,1,1,Black/African American only,15,138,15103,167217,1724,0.090319764,MA
25,1,1,Native American only,15,4,571,167217,1724,0.003414725,MA
25,1,1,Asian only,15,48,4831,167217,1724,0.028890603,MA
25,1,1,Some other race(s),15,138,14828,167217,1724,0.088675195,MA
26,,,White only,9,50470,4862692,6106372,59409,0.796330784,MI
26,,,Black/African American only,9,5534,847742,6106372,59409,0.138829079,MI
26,,,Native American only,9,415,31674,6106372,59409,0.005187041,MI
26,,,Asian only,9,1448,177930,6106372,59409,0.029138415,MI
26,,,Some other race(s),9,1542,186334,6106372,59409,0.030514682,MI
26,,0,White only,11,12545,1138673,1514858,15401,0.751669794,MI
26,,0,Black/African American only,11,1826,262529,1514858,15401,0.173302712,MI
26,,0,Native American only,11,147,10987,1514858,15401,0.007252825,MI
26,,0,Asian only,11,428,51830,1514858,15401,0.034214428,MI
26,,0,Some other race(s),11,455,50839,1514858,15401,0.033560241,MI
26,,1,White only,11,37925,3724019,4591514,44008,0.811065588,MI
26,,1,Black/African American only,11,3708,585213,4591514,44008,0.127455345,MI
26,,1,Native American only,11,268,20687,4591514,44008,0.004505486,MI
26,,1,Asian only,11,1020,126100,4591514,44008,0.027463708,MI
26,,1,Some other race(s),11,1087,135495,4591514,44008,0.029509874,MI
26,0,,White only,13,44150,4300977,5329020,51399,0.807085918,MI
26,0,,Black/African American only,13,4326,681594,5329020,51399,0.127902316,MI
26,0,,Native American only,13,288,22949,5329020,51399,0.00430642,MI
26,0,,Asian only,13,1374,168184,5329020,51399,0.031560024,MI
26,0,,Some other race(s),13,1261,155316,5329020,51399,0.029145321,MI
26,0,0,White only,15,8709,801239,1029938,10387,0.77794877,MI
26,0,0,Black/African American only,15,954,144487,1029938,10387,0.140287085,MI
26,0,0,Native American only,15,61,5214,1029938,10387,0.005062441,MI
26,0,0,Asian only,15,390,46847,1029938,10387,0.045485262,MI
26,0,0,Some other race(s),15,273,32151,1029938,10387,0.031216442,MI
26,0,1,White only,15,35441,3499738,4299082,41012,0.814066352,MI
26,0,1,Black/African American only,15,3372,537107,4299082,41012,0.124935277,MI
26,0,1,Native American only,15,227,17735,4299082,41012,0.004125299,MI
26,0,1,Asian only,15,984,121337,4299082,41012,0.028223933,MI
26,0,1,Some other race(s),15,988,123165,4299082,41012,0.02864914,MI
26,1,,White only,13,6320,561715,777352,8010,0.722600572,MI
26,1,,Black/African American only,13,1208,166148,777352,8010,0.213735862,MI
26,1,,Native American only,13,127,8725,777352,8010,0.011224002,MI
26,1,,Asian only,13,74,9746,777352,8010,0.012537435,MI
26,1,,Some other race(s),13,281,31018,777352,8010,0.039902129,MI
26,1,0,White only,15,3836,337434,484920,5014,0.695854986,MI
26,1,0,Black/African American only,15,872,118042,484920,5014,0.24342572,MI
26,1,0,Native American only,15,86,5773,484920,5014,0.011905057,MI
26,1,0,Asian only,15,38,4983,484920,5014,0.010275922,MI
26,1,0,Some other race(s),15,182,18688,484920,5014,0.038538316,MI
26,1,1,White only,15,2484,224281,292432,2996,0.766950949,MI
26,1,1,Black/African American only,15,336,48106,292432,2996,0.164503201,MI
26,1,1,Native American only,15,41,2952,292432,2996,0.010094655,MI
26,1,1,Asian only,15,36,4763,292432,2996,0.016287547,MI
26,1,1,Some other race(s),15,99,12330,292432,2996,0.042163648,MI
27,,,White only,9,29814,2880725,3364753,32687,0.856147539,MN
27,,,Black/African American only,9,856,178277,3364753,32687,0.052983681,MN
27,,,Native American only,9,397,34731,3364753,32687,0.010322006,MN
27,,,Asian only,9,916,160423,3364753,32687,0.047677497,MN
27,,,Some other race(s),9,704,110597,3364753,32687,0.032869278,MN
27,,0,White only,11,4955,446090,560452,5713,0.795946843,MN
27,,0,Black/African American only,11,237,44044,560452,5713,0.078586569,MN
27,,0,Native American only,11,144,10592,560452,5713,0.018899032,MN
27,,0,Asian only,11,210,36670,560452,5713,0.065429332,MN
27,,0,Some other race(s),11,167,23056,560452,5713,0.041138224,MN
27,,1,White only,11,24859,2434635,2804301,26974,0.868178915,MN
27,,1,Black/African American only,11,619,134233,2804301,26974,0.04786683,MN
27,,1,Native American only,11,253,24139,2804301,26974,0.008607849,MN
27,,1,Asian only,11,706,123753,2804301,26974,0.044129714,MN
27,,1,Some other race(s),11,537,87541,2804301,26974,0.031216692,MN
27,0,,White only,13,27107,2637673,3066931,29576,0.86003663,MN
27,0,,Black/African American only,13,689,153411,3066931,29576,0.050021015,MN
27,0,,Native American only,13,326,28629,3066931,29576,0.009334739,MN
27,0,,Asian only,13,868,151794,3066931,29576,0.049493777,MN
27,0,,Some other race(s),13,586,95424,3066931,29576,0.03111384,MN
27,0,0,White only,15,3714,334259,415457,4227,0.804557391,MN
27,0,0,Black/African American only,15,126,27722,415457,4227,0.06672652,MN
27,0,0,Native American only,15,95,6854,415457,4227,0.016497496,MN
27,0,0,Asian only,15,181,31086,415457,4227,0.074823628,MN
27,0,0,Some other race(s),15,111,15536,415457,4227,0.037394965,MN
27,0,1,White only,15,23393,2303414,2651474,25349,0.86872962,MN
27,0,1,Black/African American only,15,563,125689,2651474,25349,0.047403444,MN
27,0,1,Native American only,15,231,21775,2651474,25349,0.008212413,MN
27,0,1,Asian only,15,687,120708,2651474,25349,0.045524867,MN
27,0,1,Some other race(s),15,475,79888,2651474,25349,0.030129656,MN
27,1,,White only,13,2707,243052,297822,3111,0.816098206,MN
27,1,,Black/African American only,13,167,24866,297822,3111,0.083492825,MN
27,1,,Native American only,13,71,6102,297822,3111,0.020488748,MN
27,1,,Asian only,13,48,8629,297822,3111,0.028973682,MN
27,1,,Some other race(s),13,118,15173,297822,3111,0.050946539,MN
27,1,0,White only,15,1241,111831,144995,1486,0.771274872,MN
27,1,0,Black/African American only,15,111,16322,144995,1486,0.112569399,MN
27,1,0,Native American only,15,49,3738,144995,1486,0.025780199,MN
27,1,0,Asian only,15,29,5584,144995,1486,0.038511673,MN
27,1,0,Some other race(s),15,56,7520,144995,1486,0.051863857,MN
27,1,1,White only,15,1466,131221,152827,1625,0.858624458,MN
27,1,1,Black/African American only,15,56,8544,152827,1625,0.055906352,MN
27,1,1,Native American only,15,22,2364,152827,1625,0.015468471,MN
27,1,1,Asian only,15,19,3045,152827,1625,0.01992449,MN
27,1,1,Some other race(s),15,62,7653,152827,1625,0.05007623,MN
28,,,White only,9,10380,1062389,1799155,17127,0.590493315,MS
28,,,Black/African American only,9,6258,686979,1799155,17127,0.38183425,MS
28,,,Native American only,9,89,6877,1799155,17127,0.00382235,MS
28,,,Asian only,9,180,19485,1799155,17127,0.010830084,MS
28,,,Some other race(s),9,220,23425,1799155,17127,0.013020001,MS
28,,0,White only,11,3004,300790,529504,5316,0.56805992,MS
28,,0,Black/African American only,11,2153,213554,529504,5316,0.403309512,MS
28,,0,Native American only,11,32,2833,529504,5316,0.00535029,MS
28,,0,Asian only,11,43,4512,529504,5316,0.008521182,MS
28,,0,Some other race(s),11,84,7815,529504,5316,0.014759095,MS
28,,1,White only,11,7376,761599,1269651,11811,0.599849092,MS
28,,1,Black/African American only,11,4105,473425,1269651,11811,0.372878059,MS
28,,1,Native American only,11,57,4044,1269651,11811,0.003185127,MS
28,,1,Asian only,11,137,14973,1269651,11811,0.011793005,MS
28,,1,Some other race(s),11,136,15610,1269651,11811,0.012294717,MS
28,0,,White only,13,8782,903142,1517647,14244,0.595093589,MS
28,0,,Black/African American only,13,5056,573438,1517647,14244,0.377846759,MS
28,0,,Native American only,13,66,5056,1517647,14244,0.003331473,MS
28,0,,Asian only,13,167,17615,1517647,14244,0.011606783,MS
28,0,,Some other race(s),13,173,18396,1517647,14244,0.012121396,MS
28,0,0,White only,15,1996,199334,341254,3381,0.584122091,MS
28,0,0,Black/African American only,15,1275,131561,341254,3381,0.385522221,MS
28,0,0,Native American only,15,21,1865,341254,3381,0.005465137,MS
28,0,0,Asian only,15,38,4113,341254,3381,0.012052606,MS
28,0,0,Some other race(s),15,51,4381,341254,3381,0.012837945,MS
28,0,1,White only,15,6786,703808,1176393,10863,0.598276256,MS
28,0,1,Black/African American only,15,3781,441877,1176393,10863,0.375620222,MS
28,0,1,Native American only,15,45,3191,1176393,10863,0.002712529,MS
28,0,1,Asian only,15,129,13502,1176393,10863,0.011477457,MS
28,0,1,Some other race(s),15,122,14015,1176393,10863,0.011913536,MS
28,1,,White only,13,1598,159247,281508,2883,0.565692627,MS
28,1,,Black/African American only,13,1202,113541,281508,2883,0.403331344,MS
28,1,,Native American only,13,23,1821,281508,2883,0.006468733,MS
28,1,,Asian only,13,13,1870,281508,2883,0.006642795,MS
28,1,,Some other race(s),13,47,5029,281508,2883,0.017864501,MS
28,1,0,White only,15,1008,101456,188250,1935,0.538942895,MS
28,1,0,Black/African American only,15,878,81993,188250,1935,0.435553785,MS
28,1,0,Native American only,15,11,968,188250,1935,0.005142098,MS
28,1,0,Asian only,15,5,399,188250,1935,0.002119522,MS
28,1,0,Some other race(s),15,33,3434,188250,1935,0.0182417,MS
28,1,1,White only,15,590,57791,93258,948,0.619689464,MS
28,1,1,Black/African American only,15,324,31548,93258,948,0.338287332,MS
28,1,1,Native American only,15,12,853,93258,948,0.009146668,MS
28,1,1,Asian only,15,8,1471,93258,948,0.015773446,MS
28,1,1,Some other race(s),15,14,1595,93258,948,0.01710309,MS
29,,,White only,9,31220,3064543,3684365,36041,0.831769654,MO
29,,,Black/African American only,9,3208,425833,3684365,36041,0.115578397,MO
29,,,Native American only,9,169,15458,3684365,36041,0.004195567,MO
29,,,Asian only,9,580,68997,3684365,36041,0.018726972,MO
29,,,Some other race(s),9,864,109534,3684365,36041,0.029729411,MO
29,,0,White only,11,7263,671714,832003,8626,0.807345647,MO
29,,0,Black/African American only,11,876,106150,832003,8626,0.127583675,MO
29,,0,Native American only,11,46,4158,832003,8626,0.004997578,MO
29,,0,Asian only,11,181,19297,832003,8626,0.023193426,MO
29,,0,Some other race(s),11,260,30684,832003,8626,0.036879675,MO
29,,1,White only,11,23957,2392829,2852362,27415,0.838893871,MO
29,,1,Black/African American only,11,2332,319683,2852362,27415,0.112076588,MO
29,,1,Native American only,11,123,11300,2852362,27415,0.003961629,MO
29,,1,Asian only,11,399,49700,2852362,27415,0.017424156,MO
29,,1,Some other race(s),11,604,78850,2852362,27415,0.027643756,MO
29,0,,White only,13,27198,2692891,3225728,31230,0.834816513,MO
29,0,,Black/African American only,13,2641,363305,3225728,31230,0.112627289,MO
29,0,,Native American only,13,123,10969,3225728,31230,0.003400473,MO
29,0,,Asian only,13,550,65854,3225728,31230,0.020415237,MO
29,0,,Some other race(s),13,718,92709,3225728,31230,0.028740489,MO
29,0,0,White only,15,4815,450309,555077,5688,0.811255015,MO
29,0,0,Black/African American only,15,523,65752,555077,5688,0.118455638,MO
29,0,0,Native American only,15,19,1448,555077,5688,0.002608647,MO
29,0,0,Asian only,15,165,18023,555077,5688,0.032469369,MO
29,0,0,Some other race(s),15,166,19545,555077,5688,0.035211331,MO
29,0,1,White only,15,22383,2242582,2670651,25542,0.839713613,MO
29,0,1,Black/African American only,15,2118,297553,2670651,25542,0.111415906,MO
29,0,1,Native American only,15,104,9521,2670651,25542,0.003565048,MO
29,0,1,Asian only,15,385,47831,2670651,25542,0.017909865,MO
29,0,1,Some other race(s),15,552,73164,2670651,25542,0.027395568,MO
29,1,,White only,13,4022,371652,458637,4811,0.810340204,MO
29,1,,Black/African American only,13,567,62528,458637,4811,0.1363344,MO
29,1,,Native American only,13,46,4489,458637,4811,0.009787697,MO
29,1,,Asian only,13,30,3143,458637,4811,0.006852914,MO
29,1,,Some other race(s),13,146,16825,458637,4811,0.036684786,MO
29,1,0,White only,15,2448,221405,276926,2938,0.799509616,MO
29,1,0,Black/African American only,15,353,40398,276926,2938,0.145880127,MO
29,1,0,Native American only,15,27,2710,276926,2938,0.009786008,MO
29,1,0,Asian only,15,16,1274,276926,2938,0.004600507,MO
29,1,0,Some other race(s),15,94,11139,276926,2938,0.040223742,MO
29,1,1,White only,15,1574,150247,181711,1873,0.826845926,MO
29,1,1,Black/African American only,15,214,22130,181711,1873,0.121786793,MO
29,1,1,Native American only,15,19,1779,181711,1873,0.009790271,MO
29,1,1,Asian only,15,14,1869,181711,1873,0.010285563,MO
29,1,1,Some other race(s),15,52,5686,181711,1873,0.031291446,MO
30,,,White only,9,5302,556420,620933,5928,0.896103122,MT
30,,,Black/African American only,9,14,1301,620933,5928,0.002095234,MT
30,,,Native American only,9,469,40695,620933,5928,0.065538472,MT
30,,,Asian only,9,45,6410,620933,5928,0.010323175,MT
30,,,Some other race(s),9,98,16107,620933,5928,0.025939997,MT
30,,0,White only,11,1212,123554,143591,1417,0.860457828,MT
30,,0,Black/African American only,11,6,418,143591,1417,0.002911046,MT
30,,0,Native American only,11,161,13140,143591,1417,0.091509914,MT
30,,0,Asian only,11,12,2780,143591,1417,0.019360545,MT
30,,0,Some other race(s),11,26,3699,143591,1417,0.025760668,MT
30,,1,White only,11,4090,432866,477342,4511,0.906825714,MT
30,,1,Black/African American only,11,8,883,477342,4511,0.001849827,MT
30,,1,Native American only,11,308,27555,477342,4511,0.057725907,MT
30,,1,Asian only,11,33,3630,477342,4511,0.007604611,MT
30,,1,Some other race(s),11,72,12408,477342,4511,0.025993942,MT
30,0,,White only,13,4724,492970,548651,5250,0.898512898,MT
30,0,,Black/African American only,13,12,1189,548651,5250,0.002167134,MT
30,0,,Native American only,13,390,33369,548651,5250,0.060820084,MT
30,0,,Asian only,13,43,6369,548651,5250,0.011608472,MT
30,0,,Some other race(s),13,81,14754,548651,5250,0.026891412,MT
30,0,0,White only,15,915,88480,103587,1061,0.854161236,MT
30,0,0,Black/African American only,15,5,374,103587,1061,0.003610492,MT
30,0,0,Native American only,15,114,8905,103587,1061,0.085966386,MT
30,0,0,Asian only,15,10,2739,103587,1061,0.026441542,MT
30,0,0,Some other race(s),15,17,3089,103587,1061,0.029820344,MT
30,0,1,White only,15,3809,404490,445064,4189,0.908835583,MT
30,0,1,Black/African American only,15,7,815,445064,4189,0.001831197,MT
30,0,1,Native American only,15,276,24464,445064,4189,0.054967376,MT
30,0,1,Asian only,15,33,3630,445064,4189,0.00815613,MT
30,0,1,Some other race(s),15,64,11665,445064,4189,0.026209714,MT
30,1,,White only,13,578,63450,72282,678,0.877811903,MT
30,1,,Black/African American only,13,2,112,72282,678,0.001549487,MT
