FIPS,Dis1,LaborForce,raceX,_TYPE_,_FREQ_,n_Est,Base_Pop,Sample,p_est,StateAB
50,0,,Black/African American only,13,31,3556,352358,3569,0.010092009,VT
50,0,,Native American only,13,10,849,352358,3569,0.002409481,VT
50,0,,Asian only,13,34,5060,352358,3569,0.014360395,VT
50,0,,Some other race(s),13,48,4747,352358,3569,0.013472094,VT
50,0,0,White only,15,599,57710,61516,640,0.938129917,VT
50,0,0,Black/African American only,15,11,891,61516,640,0.014484037,VT
50,0,0,Native American only,15,2,161,61516,640,0.002617205,VT
50,0,0,Asian only,15,13,1673,61516,640,0.027196177,VT
50,0,0,Some other race(s),15,15,1081,61516,640,0.017572664,VT
50,0,1,White only,15,2847,280436,290842,2929,0.964221124,VT
50,0,1,Black/African American only,15,20,2665,290842,2929,0.009163051,VT
50,0,1,Native American only,15,8,688,290842,2929,0.002365546,VT
50,0,1,Asian only,15,21,3387,290842,2929,0.011645498,VT
50,0,1,Some other race(s),15,33,3666,290842,2929,0.012604782,VT
50,1,,White only,13,401,42086,44032,420,0.955804869,VT
50,1,,Black/African American only,13,2,104,44032,420,0.002361919,VT
50,1,,Native American only,13,3,242,44032,420,0.005496003,VT
50,1,,Asian only,13,3,249,44032,420,0.005654978,VT
50,1,,Some other race(s),13,11,1351,44032,420,0.030682231,VT
50,1,0,White only,15,231,24421,25234,243,0.967781565,VT
50,1,0,Black/African American only,15,1,27,25234,243,0.001069985,VT
50,1,0,Native American only,15,3,242,25234,243,0.009590235,VT
50,1,0,Asian only,15,3,249,25234,243,0.009867639,VT
50,1,0,Some other race(s),15,5,295,25234,243,0.011690576,VT
50,1,1,White only,15,170,17665,18798,177,0.939727631,VT
50,1,1,Black/African American only,15,1,77,18798,177,0.00409618,VT
50,1,1,Some other race(s),15,6,1056,18798,177,0.056176189,VT
51,,,White only,9,37577,3635185,5219694,51029,0.69643642,VA
51,,,Black/African American only,9,8151,1002625,5219694,51029,0.192085015,VA
51,,,Native American only,9,165,13764,5219694,51029,0.002636936,VA
51,,,Asian only,9,3204,333876,5219694,51029,0.063964669,VA
51,,,Some other race(s),9,1932,234244,5219694,51029,0.04487696,VA
51,,0,White only,11,8187,763905,1114274,11363,0.685562976,VA
51,,0,Black/African American only,11,2012,225490,1114274,11363,0.202364948,VA
51,,0,Native American only,11,47,3668,1114274,11363,0.00329183,VA
51,,0,Asian only,11,693,73775,1114274,11363,0.066209029,VA
51,,0,Some other race(s),11,424,47436,1114274,11363,0.042571217,VA
51,,1,White only,11,29390,2871280,4105420,39666,0.699387639,VA
51,,1,Black/African American only,11,6139,777135,4105420,39666,0.189294883,VA
51,,1,Native American only,11,118,10096,4105420,39666,0.002459188,VA
51,,1,Asian only,11,2511,260101,4105420,39666,0.063355515,VA
51,,1,Some other race(s),11,1508,186808,4105420,39666,0.045502774,VA
51,0,,White only,13,34142,3314106,4748524,46177,0.697923397,VA
51,0,,Black/African American only,13,7060,884996,4748524,46177,0.18637286,VA
51,0,,Native American only,13,138,11620,4748524,46177,0.002447076,VA
51,0,,Asian only,13,3077,319921,4748524,46177,0.067372725,VA
51,0,,Some other race(s),13,1760,217881,4748524,46177,0.045883942,VA
51,0,0,White only,15,6265,585036,847121,8594,0.690616807,VA
51,0,0,Black/African American only,15,1335,154139,847121,8594,0.181956297,VA
51,0,0,Native American only,15,31,2135,847121,8594,0.002520301,VA
51,0,0,Asian only,15,631,67195,847121,8594,0.079321608,VA
51,0,0,Some other race(s),15,332,38616,847121,8594,0.045584987,VA
51,0,1,White only,15,27877,2729070,3901403,37583,0.699509894,VA
51,0,1,Black/African American only,15,5725,730857,3901403,37583,0.187331839,VA
51,0,1,Native American only,15,107,9485,3901403,37583,0.002431177,VA
51,0,1,Asian only,15,2446,252726,3901403,37583,0.064778235,VA
51,0,1,Some other race(s),15,1428,179265,3901403,37583,0.045948855,VA
51,1,,White only,13,3435,321079,471170,4852,0.681450432,VA
51,1,,Black/African American only,13,1091,117629,471170,4852,0.249652992,VA
51,1,,Native American only,13,27,2144,471170,4852,0.004550375,VA
51,1,,Asian only,13,127,13955,471170,4852,0.02961776,VA
51,1,,Some other race(s),13,172,16363,471170,4852,0.034728442,VA
51,1,0,White only,15,1922,178869,267153,2769,0.669537681,VA
51,1,0,Black/African American only,15,677,71351,267153,2769,0.267079164,VA
51,1,0,Native American only,15,16,1533,267153,2769,0.005738285,VA
51,1,0,Asian only,15,62,6580,267153,2769,0.024630081,VA
51,1,0,Some other race(s),15,92,8820,267153,2769,0.033014789,VA
51,1,1,White only,15,1513,142210,204017,2083,0.697049756,VA
51,1,1,Black/African American only,15,414,46278,204017,2083,0.226834038,VA
51,1,1,Native American only,15,11,611,204017,2083,0.002994849,VA
51,1,1,Asian only,15,65,7375,204017,2083,0.036148948,VA
51,1,1,Some other race(s),15,80,7543,204017,2083,0.036972409,VA
53,,,White only,9,33805,3437109,4391936,41955,0.78259542,WA
53,,,Black/African American only,9,1207,166792,4391936,41955,0.037976874,WA
53,,,Native American only,9,899,57030,4391936,41955,0.012985162,WA
53,,,Asian only,9,3053,368014,4391936,41955,0.083793115,WA
53,,,Some other race(s),9,2991,362991,4391936,41955,0.082649428,WA
53,,0,White only,11,7922,770090,1013566,10091,0.759782787,WA
53,,0,Black/African American only,11,309,39632,1013566,10091,0.039101548,WA
53,,0,Native American only,11,334,20424,1013566,10091,0.020150637,WA
53,,0,Asian only,11,787,94556,1013566,10091,0.093290422,WA
53,,0,Some other race(s),11,739,88864,1013566,10091,0.087674606,WA
53,,1,White only,11,25883,2667019,3378370,31864,0.789439582,WA
53,,1,Black/African American only,11,898,127160,3378370,31864,0.037639453,WA
53,,1,Native American only,11,565,36606,3378370,31864,0.010835403,WA
53,,1,Asian only,11,2266,273458,3378370,31864,0.080943769,WA
53,,1,Some other race(s),11,2252,274127,3378370,31864,0.081141793,WA
53,0,,White only,13,29932,3057952,3915930,37169,0.780900578,WA
53,0,,Black/African American only,13,1027,145702,3915930,37169,0.037207509,WA
53,0,,Native American only,13,729,47272,3915930,37169,0.012071717,WA
53,0,,Asian only,13,2876,347614,3915930,37169,0.088769207,WA
53,0,,Some other race(s),13,2605,317390,3915930,37169,0.081050989,WA
53,0,0,White only,15,5774,562482,749671,7419,0.750305134,WA
53,0,0,Black/African American only,15,190,25224,749671,7419,0.03364676,WA
53,0,0,Native American only,15,222,13813,749671,7419,0.018425416,WA
53,0,0,Asian only,15,695,84393,749671,7419,0.112573382,WA
53,0,0,Some other race(s),15,538,63759,749671,7419,0.085049308,WA
53,0,1,White only,15,24158,2495470,3166259,29750,0.788144621,WA
53,0,1,Black/African American only,15,837,120478,3166259,29750,0.038050583,WA
53,0,1,Native American only,15,507,33459,3166259,29750,0.01056736,WA
53,0,1,Asian only,15,2181,263221,3166259,29750,0.083133123,WA
53,0,1,Some other race(s),15,2067,253631,3166259,29750,0.080104312,WA
53,1,,White only,13,3873,379157,476006,4786,0.796538279,WA
53,1,,Black/African American only,13,180,21090,476006,4786,0.044306164,WA
53,1,,Native American only,13,170,9758,476006,4786,0.020499742,WA
53,1,,Asian only,13,177,20400,476006,4786,0.042856603,WA
53,1,,Some other race(s),13,386,45601,476006,4786,0.095799213,WA
53,1,0,White only,15,2148,207608,263895,2672,0.786706834,WA
53,1,0,Black/African American only,15,119,14408,263895,2672,0.054597473,WA
53,1,0,Native American only,15,112,6611,263895,2672,0.02505163,WA
53,1,0,Asian only,15,92,10163,263895,2672,0.038511529,WA
53,1,0,Some other race(s),15,201,25105,263895,2672,0.095132534,WA
53,1,1,White only,15,1725,171549,212111,2114,0.808769937,WA
53,1,1,Black/African American only,15,61,6682,212111,2114,0.031502374,WA
53,1,1,Native American only,15,58,3147,212111,2114,0.014836571,WA
53,1,1,Asian only,15,85,10237,212111,2114,0.048262466,WA
53,1,1,Some other race(s),15,185,20496,212111,2114,0.096628652,WA
54,,,White only,9,10202,1069167,1133564,10788,0.94319068,WV
54,,,Black/African American only,9,319,37958,1133564,10788,0.033485538,WV
54,,,Native American only,9,16,1024,1133564,10788,0.000903346,WV
54,,,Asian only,9,72,7179,1133564,10788,0.006333123,WV
54,,,Some other race(s),9,179,18236,1133564,10788,0.016087314,WV
54,,0,White only,11,3255,335105,357793,3481,0.936589033,WV
54,,0,Black/African American only,11,118,12594,357793,3481,0.035199124,WV
54,,0,Native American only,11,11,750,357793,3481,0.002096184,WV
54,,0,Asian only,11,26,2761,357793,3481,0.007716752,WV
54,,0,Some other race(s),11,71,6583,357793,3481,0.018398907,WV
54,,1,White only,11,6947,734062,775771,7307,0.946235423,WV
54,,1,Black/African American only,11,201,25364,775771,7307,0.032695216,WV
54,,1,Native American only,11,5,274,775771,7307,0.000353197,WV
54,,1,Asian only,11,46,4418,775771,7307,0.00569498,WV
54,,1,Some other race(s),11,108,11653,775771,7307,0.015021185,WV
54,0,,White only,13,8330,873886,924489,8788,0.945263816,WV
54,0,,Black/African American only,13,258,30516,924489,8788,0.033008505,WV
54,0,,Native American only,13,7,423,924489,8788,0.00045755,WV
54,0,,Asian only,13,68,6999,924489,8788,0.007570669,WV
54,0,,Some other race(s),13,125,12665,924489,8788,0.01369946,WV
54,0,0,White only,15,1929,196003,209971,2070,0.933476528,WV
54,0,0,Black/African American only,15,77,7522,209971,2070,0.035823995,WV
54,0,0,Native American only,15,2,149,209971,2070,0.000709622,WV
54,0,0,Asian only,15,23,2610,209971,2070,0.012430288,WV
54,0,0,Some other race(s),15,39,3687,209971,2070,0.017559568,WV
54,0,1,White only,15,6401,677883,714518,6718,0.948727674,WV
54,0,1,Black/African American only,15,181,22994,714518,6718,0.032181135,WV
54,0,1,Native American only,15,5,274,714518,6718,0.000383475,WV
54,0,1,Asian only,15,45,4389,714518,6718,0.006142602,WV
54,0,1,Some other race(s),15,86,8978,714518,6718,0.012565114,WV
54,1,,White only,13,1872,195281,209075,2000,0.934023676,WV
54,1,,Black/African American only,13,61,7442,209075,2000,0.035594882,WV
54,1,,Native American only,13,9,601,209075,2000,0.002874567,WV
54,1,,Asian only,13,4,180,209075,2000,0.000860935,WV
54,1,,Some other race(s),13,54,5571,209075,2000,0.026645941,WV
54,1,0,White only,15,1326,139102,147822,1411,0.941010134,WV
54,1,0,Black/African American only,15,41,5072,147822,1411,0.034311537,WV
54,1,0,Native American only,15,9,601,147822,1411,0.004065701,WV
54,1,0,Asian only,15,3,151,147822,1411,0.001021499,WV
54,1,0,Some other race(s),15,32,2896,147822,1411,0.01959113,WV
54,1,1,White only,15,546,56179,61253,589,0.917163241,WV
54,1,1,Black/African American only,15,20,2370,61253,589,0.038691982,WV
54,1,1,Asian only,15,1,29,61253,589,0.000473446,WV
54,1,1,Some other race(s),15,22,2675,61253,589,0.04367133,WV
55,,,White only,9,32115,3103949,3546180,34910,0.875293696,WI
55,,,Black/African American only,9,1213,207275,3546180,34910,0.05845022,WI
55,,,Native American only,9,327,29646,3546180,34910,0.008359982,WI
55,,,Asian only,9,562,89744,3546180,34910,0.025307232,WI
55,,,Some other race(s),9,693,115566,3546180,34910,0.03258887,WI
55,,0,White only,11,5993,542028,661941,6818,0.818846393,WI
55,,0,Black/African American only,11,377,61115,661941,6818,0.09232696,WI
55,,0,Native American only,11,115,8680,661941,6818,0.013112951,WI
55,,0,Asian only,11,157,24061,661941,6818,0.036349161,WI
55,,0,Some other race(s),11,176,26057,661941,6818,0.039364536,WI
55,,1,White only,11,26122,2561921,2884239,28092,0.888248512,WI
55,,1,Black/African American only,11,836,146160,2884239,28092,0.050675412,WI
55,,1,Native American only,11,212,20966,2884239,28092,0.007269162,WI
55,,1,Asian only,11,405,65683,2884239,28092,0.022773078,WI
55,,1,Some other race(s),11,517,89509,2884239,28092,0.031033836,WI
55,0,,White only,13,28941,2795859,3183571,31351,0.878214747,WI
55,0,,Black/African American only,13,992,174700,3183571,31351,0.054875484,WI
55,0,,Native American only,13,269,23969,3183571,31351,0.007528967,WI
55,0,,Asian only,13,538,85424,3183571,31351,0.026832761,WI
55,0,,Some other race(s),13,611,103619,3183571,31351,0.032548041,WI
55,0,0,White only,15,4377,390213,478014,4958,0.816321279,WI
55,0,0,Black/African American only,15,236,41779,478014,4958,0.087401206,WI
55,0,0,Native American only,15,77,6133,478014,4958,0.012830168,WI
55,0,0,Asian only,15,142,21489,478014,4958,0.04495475,WI
55,0,0,Some other race(s),15,126,18400,478014,4958,0.038492597,WI
55,0,1,White only,15,24564,2405646,2705557,26393,0.889149998,WI
55,0,1,Black/African American only,15,756,132921,2705557,26393,0.049128886,WI
55,0,1,Native American only,15,192,17836,2705557,26393,0.006592358,WI
55,0,1,Asian only,15,396,63935,2705557,26393,0.023630994,WI
55,0,1,Some other race(s),15,485,85219,2705557,26393,0.031497766,WI
55,1,,White only,13,3174,308090,362609,3559,0.849647968,WI
55,1,,Black/African American only,13,221,32575,362609,3559,0.089835057,WI
55,1,,Native American only,13,58,5677,362609,3559,0.015655982,WI
55,1,,Asian only,13,24,4320,362609,3559,0.011913659,WI
55,1,,Some other race(s),13,82,11947,362609,3559,0.032947335,WI
55,1,0,White only,15,1616,151815,183927,1860,0.825408994,WI
55,1,0,Black/African American only,15,141,19336,183927,1860,0.105128665,WI
55,1,0,Native American only,15,38,2547,183927,1860,0.013847885,WI
55,1,0,Asian only,15,15,2572,183927,1860,0.013983809,WI
55,1,0,Some other race(s),15,50,7657,183927,1860,0.041630647,WI
55,1,1,White only,15,1558,156275,178682,1699,0.874598449,WI
55,1,1,Black/African American only,15,80,13239,178682,1699,0.074092522,WI
55,1,1,Native American only,15,20,3130,178682,1699,0.017517153,WI
55,1,1,Asian only,15,9,1748,178682,1699,0.009782743,WI
55,1,1,Some other race(s),15,32,4290,178682,1699,0.024009134,WI
56,,,White only,9,3165,330259,360822,3454,0.915296185,WY
56,,,Black/African American only,9,25,4606,360822,3454,0.012765297,WY
56,,,Native American only,9,123,7443,360822,3454,0.0206279,WY
56,,,Asian only,9,25,4799,360822,3454,0.013300187,WY
56,,,Some other race(s),9,116,13715,360822,3454,0.038010432,WY
56,,0,White only,11,638,62895,69380,698,0.906529259,WY
56,,0,Black/African American only,11,6,900,69380,698,0.012972038,WY
56,,0,Native American only,11,31,2407,69380,698,0.034692995,WY
56,,0,Asian only,11,7,974,69380,698,0.014038628,WY
56,,0,Some other race(s),11,16,2204,69380,698,0.03176708,WY
56,,1,White only,11,2527,267364,291442,2756,0.917383219,WY
56,,1,Black/African American only,11,19,3706,291442,2756,0.012716081,WY
56,,1,Native American only,11,92,5036,291442,2756,0.017279596,WY
56,,1,Asian only,11,18,3825,291442,2756,0.013124395,WY
56,,1,Some other race(s),11,100,11511,291442,2756,0.03949671,WY
56,0,,White only,13,2804,294677,321730,3060,0.915913965,WY
56,0,,Black/African American only,13,23,3934,321730,3060,0.012227644,WY
56,0,,Native American only,13,107,6702,321730,3060,0.020831132,WY
56,0,,Asian only,13,22,4462,321730,3060,0.013868772,WY
56,0,,Some other race(s),13,104,11955,321730,3060,0.037158487,WY
56,0,0,White only,15,488,47053,51619,533,0.911544199,WY
56,0,0,Black/African American only,15,5,650,51619,533,0.012592263,WY
56,0,0,Native American only,15,25,2108,51619,533,0.040837676,WY
56,0,0,Asian only,15,5,748,51619,533,0.014490788,WY
56,0,0,Some other race(s),15,10,1060,51619,533,0.020535074,WY
56,0,1,White only,15,2316,247624,270111,2527,0.91674904,WY
56,0,1,Black/African American only,15,18,3284,270111,2527,0.012157965,WY
56,0,1,Native American only,15,82,4594,270111,2527,0.017007823,WY
56,0,1,Asian only,15,17,3714,270111,2527,0.013749903,WY
56,0,1,Some other race(s),15,94,10895,270111,2527,0.04033527,WY
56,1,,White only,13,361,35582,39092,394,0.910211808,WY
56,1,,Black/African American only,13,2,672,39092,394,0.017190218,WY
56,1,,Native American only,13,16,741,39092,394,0.018955285,WY
56,1,,Asian only,13,3,337,39092,394,0.00862069,WY
56,1,,Some other race(s),13,12,1760,39092,394,0.045021999,WY
56,1,0,White only,15,150,15842,17761,165,0.891954282,WY
56,1,0,Black/African American only,15,1,250,17761,165,0.014075784,WY
56,1,0,Native American only,15,6,299,17761,165,0.016834638,WY
56,1,0,Asian only,15,2,226,17761,165,0.012724509,WY
56,1,0,Some other race(s),15,6,1144,17761,165,0.064410788,WY
56,1,1,White only,15,211,19740,21331,229,0.925413717,WY
56,1,1,Black/African American only,15,1,422,21331,229,0.019783414,WY
56,1,1,Native American only,15,10,442,21331,229,0.020721016,WY
56,1,1,Asian only,15,1,111,21331,229,0.005203694,WY
56,1,1,Some other race(s),15,6,616,21331,229,0.028878159,WY
